State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Uttar Pradesh,Varanasi,Varanasi,Cucumbar(Kheera),Cucumbar,FAQ,06/07/2024,1785,1850,1815,159
Uttar Pradesh,Varanasi,Varanasi,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2024,1950,2035,2000,159
Uttar Pradesh,Varanasi,Varanasi,Cucumbar(Kheera),Cucumbar,FAQ,25/07/2024,1825,1900,1850,159
Uttar Pradesh,Varanasi,Varanasi,Bottle gourd,Bottle Gourd,FAQ,27/07/2024,1950,2035,2000,82
Uttar Pradesh,Varanasi,Varanasi,Bhindi(Ladies Finger),Bhindi,FAQ,06/07/2024,1850,1965,1900,85
Uttar Pradesh,Varanasi,Varanasi,Bhindi(Ladies Finger),Bhindi,FAQ,08/07/2024,1950,2045,2000,85
Uttar Pradesh,Varanasi,Varanasi,Bhindi(Ladies Finger),Bhindi,FAQ,22/07/2024,2040,2125,2080,85
Uttar Pradesh,Varanasi,Varanasi,Bhindi(Ladies Finger),Bhindi,FAQ,26/07/2024,1850,1965,1900,85
Uttar Pradesh,Varanasi,Varanasi,Bhindi(Ladies Finger),Bhindi,FAQ,27/07/2024,1840,1965,1870,85
Uttar Pradesh,Varanasi,Varanasi,Bhindi(Ladies Finger),Bhindi,FAQ,29/07/2024,1785,1865,1835,85
Uttar Pradesh,Varanasi,Varanasi,Bhindi(Ladies Finger),Bhindi,FAQ,31/07/2024,1665,1725,1700,85
Uttar Pradesh,Varanasi,Varanasi,Onion,Red,FAQ,11/07/2024,2950,3075,3000,23
Uttar Pradesh,Varanasi,Varanasi,Onion,Red,FAQ,19/07/2024,2965,3125,3050,23
Uttar Pradesh,Varanasi,Varanasi,Onion,Red,FAQ,24/07/2024,2850,3150,2950,23
Uttar Pradesh,Varanasi,Varanasi,Onion,Red,FAQ,26/07/2024,2850,3100,2920,23
Uttar Pradesh,Varanasi,Varanasi,Onion,Red,FAQ,29/07/2024,2735,2920,2850,23
Uttar Pradesh,Varanasi,Varanasi,Papaya,Papaya,Medium,18/07/2024,2850,3150,2980,72
Uttar Pradesh,Varanasi,Varanasi,Papaya,Papaya,Medium,20/07/2024,2875,3045,2950,72
Uttar Pradesh,Varanasi,Varanasi,Papaya,Papaya,Medium,24/07/2024,2940,3150,3000,72
Uttar Pradesh,Varanasi,Varanasi,Gur(Jaggery),Red,FAQ,04/07/2024,4600,4785,4700,74
Uttar Pradesh,Varanasi,Varanasi,Gur(Jaggery),Red,FAQ,05/07/2024,4630,4750,4700,74
Uttar Pradesh,Varanasi,Varanasi,Gur(Jaggery),Red,FAQ,08/07/2024,4615,4745,4685,74
Uttar Pradesh,Varanasi,Varanasi,Gur(Jaggery),Red,FAQ,09/07/2024,4625,4775,4700,74
Uttar Pradesh,Varanasi,Varanasi,Gur(Jaggery),Red,FAQ,16/07/2024,4725,4865,4780,74
Uttar Pradesh,Varanasi,Varanasi,Mousambi(Sweet Lime),Mousambi,Medium,15/07/2024,3700,3950,3800,77
Uttar Pradesh,Varanasi,Varanasi,Mousambi(Sweet Lime),Mousambi,Medium,20/07/2024,3600,3850,3680,77
Uttar Pradesh,Varanasi,Varanasi,Mousambi(Sweet Lime),Mousambi,Medium,22/07/2024,3570,3725,3650,77
Uttar Pradesh,Varanasi,Varanasi,Mousambi(Sweet Lime),Mousambi,Medium,25/07/2024,3600,3850,3700,77
Uttar Pradesh,Varanasi,Varanasi,Mousambi(Sweet Lime),Mousambi,Medium,31/07/2024,3550,3750,3600,77
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,12/07/2024,2375,2465,2430,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,18/07/2024,2400,2485,2435,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,19/07/2024,2400,2485,2440,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,22/07/2024,2400,2500,2465,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,29/07/2024,2440,2535,2470,1
Uttar Pradesh,Varanasi,Varanasi,Apple,Delicious,Medium,17/07/2024,9550,9785,9650,17
Uttar Pradesh,Varanasi,Varanasi,Apple,Delicious,Medium,24/07/2024,8800,9075,9000,17
Uttar Pradesh,Varanasi,Varanasi,Apple,Delicious,Medium,26/07/2024,8850,9185,9000,17
Uttar Pradesh,Varanasi,Varanasi,Pomegranate,Pomogranate,Medium,01/07/2024,7185,7450,7300,190
Uttar Pradesh,Varanasi,Varanasi,Pomegranate,Pomogranate,Medium,11/07/2024,7150,7385,7280,190
Uttar Pradesh,Varanasi,Varanasi,Pomegranate,Pomogranate,Medium,25/07/2024,6875,7185,7000,190
Uttar Pradesh,Varanasi,Varanasi,Pomegranate,Pomogranate,Medium,27/07/2024,7000,7185,7085,190
Uttar Pradesh,Varanasi,Varanasi,Capsicum,Capsicum,FAQ,22/07/2024,4700,4850,4780,164
Uttar Pradesh,Varanasi,Varanasi,Capsicum,Capsicum,FAQ,27/07/2024,5125,5275,5200,164
Uttar Pradesh,Varanasi,Varanasi,Bottle gourd,Bottle Gourd,FAQ,24/07/2024,2000,2100,2050,82
Uttar Pradesh,Varanasi,Varanasi,Banana - Green,Banana - Green,FAQ,10/07/2024,1845,1985,1910,90
Uttar Pradesh,Varanasi,Varanasi,Banana - Green,Banana - Green,FAQ,15/07/2024,1800,1950,1880,90
Uttar Pradesh,Varanasi,Varanasi,Banana - Green,Banana - Green,FAQ,18/07/2024,1840,1975,1900,90
Uttar Pradesh,Varanasi,Varanasi,Banana - Green,Banana - Green,FAQ,19/07/2024,1820,1950,1875,90
Uttar Pradesh,Varanasi,Varanasi,Banana - Green,Banana - Green,FAQ,24/07/2024,1750,1885,1820,90
Uttar Pradesh,Varanasi,Varanasi,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,02/07/2024,10150,10315,10250,264
Uttar Pradesh,Varanasi,Varanasi,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,06/07/2024,10100,10215,10185,264
Uttar Pradesh,Varanasi,Varanasi,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,10/07/2024,10150,10285,10210,264
Uttar Pradesh,Varanasi,Varanasi,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,22/07/2024,10100,10235,10180,264
Uttar Pradesh,Varanasi,Varanasi,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,30/07/2024,10155,10300,10225,264
Uttar Pradesh,Varanasi,Varanasi,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,01/07/2024,10150,10285,10220,265
Uttar Pradesh,Varanasi,Varanasi,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,11/07/2024,10150,10300,10220,265
Uttar Pradesh,Varanasi,Varanasi,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,18/07/2024,10125,10288,10200,265
Uttar Pradesh,Varanasi,Varanasi,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,27/07/2024,10125,10250,10185,265
Uttar Pradesh,Varanasi,Varanasi,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,30/07/2024,10145,10225,10185,265
Uttar Pradesh,Varanasi,Varanasi,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,03/07/2024,14800,15200,14950,260
Uttar Pradesh,Varanasi,Varanasi,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,09/07/2024,14950,15250,15120,260
Uttar Pradesh,Varanasi,Varanasi,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,12/07/2024,14900,15250,15135,260
Uttar Pradesh,Varanasi,Varanasi,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,23/07/2024,15120,15300,15200,260
Uttar Pradesh,Varanasi,Varanasi,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,26/07/2024,14950,15250,15185,260
Uttar Pradesh,Varanasi,Varanasi,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,27/07/2024,15100,15350,15200,260
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,10/07/2024,7550,7700,7600,263
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,16/07/2024,7670,7835,7750,263
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,27/07/2024,7550,7700,7675,263
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,31/07/2024,7600,7785,7700,263
Uttar Pradesh,Varanasi,Varanasi,Bitter gourd,Bitter Gourd,FAQ,15/07/2024,2140,2260,2200,81
Uttar Pradesh,Varanasi,Varanasi,Bitter gourd,Bitter Gourd,FAQ,29/07/2024,2300,2390,2350,81
Uttar Pradesh,Varanasi,Varanasi,Raddish,Raddish,FAQ,21/07/2024,2120,2200,2165,161
Uttar Pradesh,Varanasi,Varanasi,Raddish,Raddish,FAQ,28/07/2024,2185,2265,2230,161
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,04/07/2024,8100,8275,8180,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,18/07/2024,8125,8275,8200,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,26/07/2024,8050,8175,8120,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,31/07/2024,8070,8250,8185,259
Uttar Pradesh,Varanasi,Varanasi,Potato,Badshah,FAQ,03/07/2024,2170,2290,2235,24
Uttar Pradesh,Varanasi,Varanasi,Potato,Badshah,FAQ,18/07/2024,2340,2450,2390,24
Uttar Pradesh,Varanasi,Varanasi,Potato,Badshah,FAQ,21/07/2024,2340,2475,2400,24
Uttar Pradesh,Varanasi,Varanasi,Potato,Badshah,FAQ,22/07/2024,2325,2465,2400,24
Uttar Pradesh,Varanasi,Varanasi,Potato,Badshah,FAQ,26/07/2024,2300,2425,2360,24
Uttar Pradesh,Varanasi,Varanasi,Ginger(Green),Green Ginger,FAQ,21/07/2024,9450,9635,9550,103
Uttar Pradesh,Varanasi,Varanasi,Ginger(Green),Green Ginger,FAQ,22/07/2024,9400,9650,9500,103
Uttar Pradesh,Varanasi,Varanasi,Lemon,Lemon,FAQ,15/07/2024,6025,6175,6080,310
Uttar Pradesh,Varanasi,Varanasi,Lemon,Lemon,FAQ,19/07/2024,6100,6275,6185,310
Uttar Pradesh,Varanasi,Varanasi,Bottle gourd,Bottle Gourd,FAQ,11/07/2024,1985,2075,2020,82
Uttar Pradesh,Varanasi,Varanasi,Jack Fruit,Jack Fruit,Medium,03/07/2024,1835,1950,1880,182
Uttar Pradesh,Varanasi,Varanasi,Jack Fruit,Jack Fruit,Medium,06/07/2024,1840,1950,1885,182
Uttar Pradesh,Varanasi,Varanasi,Tomato,Hybrid,FAQ,10/07/2024,4250,4400,4360,78
Uttar Pradesh,Varanasi,Varanasi,Tomato,Hybrid,FAQ,17/07/2024,4645,4765,4700,78
Uttar Pradesh,Varanasi,Varanasi,Tomato,Hybrid,FAQ,18/07/2024,4650,4800,4720,78
Uttar Pradesh,Varanasi,Varanasi,Tomato,Hybrid,FAQ,27/07/2024,4325,4465,4400,78
Uttar Pradesh,Varanasi,Varanasi,Tomato,Hybrid,FAQ,28/07/2024,4300,4485,4400,78
Uttar Pradesh,Varanasi,Varanasi,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,08/07/2024,9050,9200,9120,8
Uttar Pradesh,Varanasi,Varanasi,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,09/07/2024,9040,9175,9100,8
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,04/07/2024,6650,6800,6765,6
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,17/07/2024,6740,6925,6850,6
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,25/07/2024,6700,6925,6850,6
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,26/07/2024,6800,6950,6850,6
Uttar Pradesh,Varanasi,Varanasi,Rice,III,FAQ,08/07/2024,2980,3085,3040,3
Uttar Pradesh,Varanasi,Varanasi,Rice,III,FAQ,22/07/2024,3015,3120,3065,3
Uttar Pradesh,Varanasi,Varanasi,Lentil (Masur)(Whole),Masoor Gola,FAQ,01/07/2024,6650,6815,6750,63
Uttar Pradesh,Varanasi,Varanasi,Lentil (Masur)(Whole),Masoor Gola,FAQ,02/07/2024,6650,6825,6750,63
Uttar Pradesh,Varanasi,Varanasi,Lentil (Masur)(Whole),Masoor Gola,FAQ,17/07/2024,6750,6890,6835,63
Uttar Pradesh,Varanasi,Varanasi,Lentil (Masur)(Whole),Masoor Gola,FAQ,18/07/2024,6770,6935,6850,63
Uttar Pradesh,Varanasi,Varanasi,Lentil (Masur)(Whole),Masoor Gola,FAQ,19/07/2024,6800,6900,6865,63
Uttar Pradesh,Varanasi,Varanasi,Lentil (Masur)(Whole),Masoor Gola,FAQ,20/07/2024,6750,6935,6875,63
Uttar Pradesh,Varanasi,Varanasi,Lentil (Masur)(Whole),Masoor Gola,FAQ,25/07/2024,6765,6945,6850,63
Uttar Pradesh,Varanasi,Varanasi,Lentil (Masur)(Whole),Masoor Gola,FAQ,26/07/2024,6750,6935,6850,63
Uttar Pradesh,Varanasi,Varanasi,Lentil (Masur)(Whole),Masoor Gola,FAQ,30/07/2024,6750,6950,6865,63
Uttar Pradesh,Varanasi,Varanasi,Linseed,Linseed,FAQ,10/07/2024,5450,5550,5480,67
Uttar Pradesh,Varanasi,Varanasi,Linseed,Linseed,FAQ,19/07/2024,5635,5750,5670,67
Uttar Pradesh,Varanasi,Varanasi,Linseed,Linseed,FAQ,29/07/2024,5740,5825,5775,67
Uttar Pradesh,Varanasi,Varanasi,Linseed,Linseed,FAQ,31/07/2024,5725,5850,5785,67
Uttar Pradesh,Varanasi,Varanasi,Mustard,Sarson(Black),FAQ,17/07/2024,5540,5725,5650,12
Uttar Pradesh,Varanasi,Varanasi,Mustard,Sarson(Black),FAQ,19/07/2024,5570,5720,5645,12
Uttar Pradesh,Varanasi,Varanasi,Mustard,Sarson(Black),FAQ,20/07/2024,5550,5700,5630,12
Uttar Pradesh,Varanasi,Varanasi,Mustard,Sarson(Black),FAQ,25/07/2024,5540,5700,5650,12
Uttar Pradesh,Varanasi,Varanasi,Mustard,Sarson(Black),FAQ,29/07/2024,5575,5715,5650,12
Uttar Pradesh,Varanasi,Varanasi,Brinjal,Arkasheela Mattigulla,FAQ,03/07/2024,1840,1975,1900,35
Uttar Pradesh,Varanasi,Varanasi,Brinjal,Arkasheela Mattigulla,FAQ,11/07/2024,1965,2075,2000,35
Uttar Pradesh,Varanasi,Varanasi,Brinjal,Arkasheela Mattigulla,FAQ,31/07/2024,1500,1580,1550,35
Uttar Pradesh,Varanasi,Varanasi,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,08/07/2024,2700,2850,2775,303
Uttar Pradesh,Varanasi,Varanasi,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,12/07/2024,2750,2900,2820,303
Uttar Pradesh,Varanasi,Varanasi,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,15/07/2024,2740,2865,2770,303
Uttar Pradesh,Varanasi,Varanasi,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,19/07/2024,2850,2935,2900,303
Uttar Pradesh,Varanasi,Varanasi,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,20/07/2024,2750,2935,2850,303
Uttar Pradesh,Varanasi,Varanasi,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,22/07/2024,2750,2865,2800,303
Uttar Pradesh,Varanasi,Varanasi,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,27/07/2024,2825,2950,2870,303
Uttar Pradesh,Varanasi,Varanasi,Sponge gourd,Sponge gourd,FAQ,08/07/2024,1840,1950,1900,311
Uttar Pradesh,Varanasi,Varanasi,Sponge gourd,Sponge gourd,FAQ,17/07/2024,1950,2035,2000,311
Uttar Pradesh,Varanasi,Varanasi,Sponge gourd,Sponge gourd,FAQ,21/07/2024,1850,1945,1900,311
Uttar Pradesh,Varanasi,Varanasi,Spinach,Spinach,FAQ,17/07/2024,1475,1600,1550,342
Uttar Pradesh,Varanasi,Varanasi,Spinach,Spinach,FAQ,22/07/2024,1470,1565,1520,342
Uttar Pradesh,Varanasi,Varanasi,Spinach,Spinach,FAQ,27/07/2024,1450,1565,1530,342
Uttar Pradesh,Varanasi,Varanasi,Green Chilli,Green Chilly,FAQ,08/07/2024,4400,4550,4480,87
Uttar Pradesh,Varanasi,Varanasi,Green Chilli,Green Chilly,FAQ,17/07/2024,4400,4550,4475,87
Uttar Pradesh,Varanasi,Varanasi,Green Chilli,Green Chilly,FAQ,24/07/2024,3925,4180,4080,87
Uttar Pradesh,Varanasi,Varanasi,Green Chilli,Green Chilly,FAQ,26/07/2024,3900,4050,3980,87
Uttar Pradesh,Varanasi,Varanasi,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,03/03/2025,11500,11725,11650,260
Uttar Pradesh,Varanasi,Varanasi,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,19/03/2025,12300,12550,12400,260
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,17/03/2025,7875,8025,7950,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,18/03/2025,7900,8025,7945,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,19/03/2025,7880,8025,7950,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,21/03/2025,7870,8035,7950,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,25/03/2025,7850,7975,7920,259
Uttar Pradesh,Varanasi,Varanasi,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,12/03/2025,10170,10325,10250,264
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,04/03/2025,8240,8345,8280,263
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,10/03/2025,8100,8200,8150,263
Uttar Pradesh,Varanasi,Varanasi,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,21/03/2025,7940,8150,8070,263
Uttar Pradesh,Varanasi,Varanasi,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,03/03/2025,10250,10375,10320,264
Uttar Pradesh,Varanasi,Varanasi,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,06/03/2025,10230,10350,10280,264
Uttar Pradesh,Varanasi,Varanasi,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,25/03/2025,10180,10290,10260,264
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,05/03/2025,2940,3035,2975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,06/03/2025,2900,2985,2950,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,07/03/2025,2920,3000,2965,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,10/03/2025,2920,3000,2950,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,18/03/2025,2870,2940,2910,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,19/03/2025,2840,2925,2885,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,22/03/2025,2800,2890,2850,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,27/03/2025,2650,2745,2700,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,05/01/2021,1720,1840,1750,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,11/01/2021,1700,1785,1750,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,16/01/2021,1650,1750,1715,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,18/01/2021,1670,1750,1710,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,19/01/2021,1685,1750,1715,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,20/01/2021,1685,1765,1715,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,23/01/2021,1685,1770,1730,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,01/02/2021,1680,1770,1735,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,06/02/2021,1700,1785,1735,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,08/02/2021,1700,1780,1740,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,17/02/2021,1750,1840,1770,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,01/03/2021,1750,1840,1780,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,02/03/2021,1740,1840,1775,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,05/03/2021,1750,1850,1775,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,12/03/2021,1700,1800,1730,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,13/03/2021,1725,1840,1750,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,15/03/2021,1720,1800,1750,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,16/03/2021,1735,1840,1760,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,20/03/2021,1740,1840,1770,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,06/04/2021,1870,1950,1915,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,09/04/2021,1875,1950,1920,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,17/04/2021,1960,1990,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,23/04/2021,1940,1990,1970,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,08/05/2021,1965,1990,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,12/05/2021,1950,2020,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,13/05/2021,1950,2020,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,17/05/2021,1950,2000,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,18/05/2021,1950,2020,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,26/05/2021,1965,2000,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,27/05/2021,1940,2020,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,04/06/2021,1045,2000,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,17/06/2021,1950,2000,1975,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,21/07/2021,1780,1850,1815,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,22/07/2021,1785,1845,1815,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,09/08/2021,1700,1830,1770,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,10/08/2021,1700,1820,1760,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,19/08/2021,1700,1840,1765,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,06/09/2021,1785,1840,1810,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,11/09/2021,1700,1785,1750,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,18/09/2021,1700,1785,1725,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,24/09/2021,1740,1825,1770,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,27/09/2021,1750,1835,1785,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,11/10/2021,1825,1880,1845,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,19/10/2021,1820,1875,1840,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,17/11/2021,1840,1925,1885,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,23/11/2021,1840,1935,1885,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,26/11/2021,1800,1885,1850,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,02/12/2021,1850,1925,1875,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,06/12/2021,1850,2050,1890,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,29/12/2021,1885,1965,1915,1
Uttar Pradesh,Varanasi,Varanasi,Wheat,Dara,FAQ,30/12/2021,1865,1940,1900,1
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,01/01/2021,6850,7150,7000,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,04/01/2021,6800,7150,7000,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,08/01/2021,7000,7250,7150,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,22/01/2021,7100,7550,7300,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,23/01/2021,7100,7350,7250,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,05/02/2021,7100,7400,7250,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,06/02/2021,7100,7400,7280,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,09/02/2021,7100,7380,7270,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,19/02/2021,6950,7300,7150,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,24/02/2021,7400,7750,7600,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,27/02/2021,7600,7900,7720,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,06/03/2021,7950,8300,8100,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,16/03/2021,8000,8450,8200,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,17/03/2021,8100,8385,8250,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,06/04/2021,7600,8100,7850,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,28/04/2021,7520,7825,7650,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,11/05/2021,7750,7900,7785,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,12/05/2021,7800,8000,7900,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,14/05/2021,7800,8250,8000,259
Uttar Pradesh,Varanasi,Varanasi,Masur Dal,Masur Dal,FAQ,17/05/2021,8000,8285,8150,259
